,no,userid,version,sum_gameround,retention_1,retention_7
831,1925,207551,gate_30,121,1,0
832,1926,207557,gate_40,10,1,0
833,1931,208551,gate_30,131,1,1
834,1932,208564,gate_30,226,1,1
835,1933,208764,gate_40,38,1,0
836,1934,208900,gate_30,29,1,0
837,1936,208993,gate_40,10,1,0
838,1937,209045,gate_40,11,1,0
839,1938,209143,gate_40,26,1,0
840,1943,209644,gate_40,179,1,1
841,1945,209988,gate_30,13,1,0
842,1948,210220,gate_30,6,1,1
843,1949,210382,gate_40,19,1,0
844,1952,210788,gate_40,6,1,0
845,1960,211983,gate_30,99,1,1
846,1961,212109,gate_30,58,1,1
847,1964,212517,gate_40,275,1,1
848,1966,212593,gate_40,83,1,0
849,1971,213350,gate_40,141,1,1
850,1973,213526,gate_40,152,1,1
851,1980,214048,gate_40,5,1,0
852,1982,214300,gate_40,131,1,1
853,1983,214344,gate_40,67,1,0
854,1984,214469,gate_30,19,1,0
855,1986,214494,gate_40,30,1,0
856,1992,215131,gate_40,7,1,0
857,1995,215434,gate_40,5,1,0
858,1997,215597,gate_40,19,1,0
859,1998,215764,gate_30,314,1,1
860,2004,216304,gate_30,32,1,0
861,2006,216630,gate_40,71,1,0
862,2007,216907,gate_30,5,1,0
863,2011,217510,gate_30,101,1,0
864,2016,218278,gate_40,77,1,0
865,2019,218483,gate_30,34,1,0
866,2020,218491,gate_30,60,1,0
867,2021,218725,gate_40,195,1,0
868,2022,218784,gate_30,10,1,0
869,2023,218785,gate_40,469,1,1
870,2024,219102,gate_30,55,1,0
871,2025,219299,gate_30,75,1,0
872,2030,220185,gate_40,17,1,0
873,2032,220754,gate_30,6,1,0
874,2033,220846,gate_40,383,1,1
875,2036,221780,gate_40,99,1,1
876,2038,221918,gate_30,228,1,1
877,2039,221990,gate_30,196,1,1
878,2041,222469,gate_40,165,1,1
879,2045,222716,gate_40,7,1,0
880,2046,222863,gate_40,114,1,0
881,2050,223256,gate_30,15,1,0
882,2051,223370,gate_30,14,1,0
883,2052,223404,gate_40,43,1,1
884,2054,223761,gate_30,183,1,0
885,2056,223954,gate_40,57,1,0
886,2058,224096,gate_40,34,1,1
887,2063,224454,gate_40,18,1,0
888,2065,224610,gate_40,21,1,0
889,2068,225367,gate_30,324,1,1
890,2069,225619,gate_40,44,1,0
891,2070,225887,gate_40,102,1,1
892,2073,226129,gate_30,42,1,0
893,2077,226829,gate_40,101,1,1
894,2078,227053,gate_30,20,1,0
895,2080,227105,gate_40,19,1,1
896,2083,227503,gate_30,10,1,0
897,2084,227511,gate_40,12,1,0
898,2085,227587,gate_40,613,1,1
899,2087,227843,gate_30,194,1,1
900,2089,227982,gate_30,178,1,0
901,2091,228028,gate_30,30,1,0
902,2092,228133,gate_30,16,1,0
903,2098,228723,gate_40,299,1,1
904,2100,228768,gate_40,11,1,0
905,2104,228897,gate_40,74,1,1
906,2108,229449,gate_30,181,1,1
907,2111,229749,gate_30,12,1,0
908,2114,230016,gate_40,514,1,1
909,2121,231022,gate_30,60,1,0
910,2123,231560,gate_30,18,1,0
911,2126,231622,gate_40,90,1,0
912,2128,231878,gate_30,29,1,0
913,2129,231918,gate_40,23,1,0
914,2133,232325,gate_40,6,1,0
915,2134,232506,gate_30,116,1,0
916,2135,232533,gate_40,154,1,0
917,2137,232581,gate_40,1,1,0
918,2138,232752,gate_30,6,1,0
919,2139,232761,gate_30,286,1,0
920,2140,232767,gate_40,17,1,0
921,2146,233597,gate_30,589,1,1
922,2148,233946,gate_30,28,1,0
923,2149,234279,gate_40,28,1,0
924,2151,234696,gate_30,570,1,1
925,2152,234753,gate_40,1,1,0
926,2155,235145,gate_40,17,1,0
927,2157,235353,gate_30,14,1,0
928,2160,235511,gate_40,3,1,0
929,2163,235665,gate_40,29,1,1
930,2164,235670,gate_30,32,1,0
931,2166,235738,gate_40,164,1,1
932,2167,235996,gate_40,245,1,0
933,2168,236010,gate_30,195,1,0
934,2169,236155,gate_30,33,1,0
935,2170,236212,gate_40,162,1,1
936,2171,236218,gate_40,26,1,0
937,2172,236584,gate_30,17,1,0
938,2173,236626,gate_40,7,1,0
939,2174,236652,gate_40,39,1,0
940,2176,236909,gate_40,8,1,0
941,2180,237543,gate_30,289,1,0
942,2181,237638,gate_40,155,1,1
943,2182,238069,gate_40,256,1,1
944,2185,238675,gate_40,359,1,0
945,2187,238742,gate_40,6,1,0
946,2191,239423,gate_40,7,1,0
947,2192,239462,gate_40,84,1,1
948,2194,239796,gate_30,229,1,1
949,2195,239859,gate_40,13,1,0
950,2197,240002,gate_40,9,1,0
951,2199,240107,gate_30,195,1,1
952,2200,240330,gate_30,25,1,0
953,2201,240510,gate_30,32,1,0
954,2204,240801,gate_40,3,1,0
955,2206,241088,gate_30,103,1,0
956,2212,241792,gate_40,75,1,0
957,2215,242207,gate_40,40,1,1
958,2217,242484,gate_30,3,1,0
959,2219,243145,gate_40,177,1,1
960,2220,243154,gate_40,151,1,0
961,2222,243542,gate_30,19,1,0
962,2223,243606,gate_40,146,1,1
963,2228,244073,gate_30,196,1,1
964,2229,244256,gate_40,70,1,0
965,2230,244485,gate_30,126,1,1
966,2231,244583,gate_40,121,1,1
967,2232,244609,gate_40,51,1,0
968,2233,244719,gate_40,36,1,0
969,2236,244923,gate_30,26,1,0
970,2241,245900,gate_30,238,1,1
971,2251,247629,gate_40,58,1,0
972,2252,247670,gate_40,39,1,0
973,2254,247790,gate_30,21,1,1
974,2256,248501,gate_30,11,1,0
975,2257,248748,gate_30,1309,1,1
976,2258,248891,gate_40,632,1,1
977,2262,249530,gate_40,17,1,0
978,2263,249570,gate_30,23,1,1
979,2269,250195,gate_30,281,1,1
980,2271,250325,gate_30,26,1,1
981,2274,250696,gate_40,899,1,1
982,2276,251156,gate_30,100,1,0
983,2277,251393,gate_40,16,1,1
984,2278,251406,gate_40,111,1,1
985,2279,251472,gate_30,297,1,1
986,2286,252204,gate_30,19,1,0
987,2287,252244,gate_40,200,1,1
988,2290,252504,gate_40,7,1,0
989,2294,253036,gate_30,181,1,0
990,2295,253301,gate_40,12,1,0
991,2296,253417,gate_30,58,1,0
992,2299,253657,gate_40,386,1,1
993,2301,253876,gate_30,51,1,0
994,2302,253896,gate_40,27,1,0
995,2303,253937,gate_40,329,1,1
996,2304,254058,gate_40,14,1,0
997,2306,254342,gate_40,89,1,0
998,2310,254659,gate_40,174,1,0
999,2312,255077,gate_40,50,1,1
1000,2317,255470,gate_40,164,1,0
1001,2318,255473,gate_40,6,1,0
1002,2320,255657,gate_40,187,1,1
1003,2322,255897,gate_40,878,1,1
1004,2324,256040,gate_40,246,1,1
1005,2327,256429,gate_40,31,1,0
1006,2333,257426,gate_40,41,1,0
1007,2334,257472,gate_30,128,1,0
1008,2335,257532,gate_40,91,1,1
1009,2336,257615,gate_30,90,1,0
1010,2338,257720,gate_40,151,1,0
1011,2339,257813,gate_40,6,1,0
1012,2340,257998,gate_40,15,1,0
1013,2342,258244,gate_30,17,1,0
1014,2347,258332,gate_40,232,1,0
1015,2348,258400,gate_30,14,1,0
1016,2349,258453,gate_30,26,1,0
1017,2351,258612,gate_30,277,1,1
1018,2352,258720,gate_30,45,1,0
1019,2359,259330,gate_40,18,1,0
1020,2362,259958,gate_30,145,1,0
1021,2363,259960,gate_40,24,1,0
1022,2364,260019,gate_40,183,1,1
1023,2369,260446,gate_40,63,1,1
1024,2370,260523,gate_30,30,1,0
1025,2371,260578,gate_40,30,1,0
1026,2373,260720,gate_30,167,1,0
1027,2375,260866,gate_40,69,1,0
1028,2376,260901,gate_30,49,1,0
1029,2380,261725,gate_40,42,1,0
1030,2383,261884,gate_40,197,1,1
1031,2384,261973,gate_30,49,1,0
1032,2389,262491,gate_30,100,1,0
1033,2391,262812,gate_30,23,1,0
1034,2393,263178,gate_30,53,1,0
1035,2397,263329,gate_40,118,1,0
1036,2399,263382,gate_40,114,1,0
1037,2401,263817,gate_40,26,1,0
1038,2402,263912,gate_30,36,1,0
1039,2404,264021,gate_30,8,1,0
1040,2405,264420,gate_40,19,1,1
1041,2408,264564,gate_40,16,1,0
1042,2409,264585,gate_30,24,1,0
1043,2410,264601,gate_30,18,1,0
1044,2412,265313,gate_30,46,1,1
1045,2415,265700,gate_30,30,1,0
1046,2417,266135,gate_30,23,1,0
1047,2426,267062,gate_40,14,1,0
1048,2427,267300,gate_40,288,1,1
1049,2428,267461,gate_40,204,1,1
1050,2430,267847,gate_30,40,1,0
1051,2431,267912,gate_30,32,1,0
1052,2433,268232,gate_40,57,1,1
1053,2435,268298,gate_40,129,1,0
1054,2438,268492,gate_30,123,1,1
1055,2439,268517,gate_40,55,1,0
1056,2441,268756,gate_40,232,1,0
1057,2445,268946,gate_40,387,1,1
1058,2447,269182,gate_30,312,1,1
1059,2448,269519,gate_30,1,1,0
1060,2449,269552,gate_40,23,1,1
1061,2452,270119,gate_40,5,1,0
1062,2453,270187,gate_30,80,1,1
1063,2455,270229,gate_40,77,1,0
1064,2456,270262,gate_40,142,1,1
1065,2459,270389,gate_40,36,1,0
1066,2462,270655,gate_40,55,1,1
1067,2464,270891,gate_30,28,1,0
1068,2471,272133,gate_30,192,1,1
1069,2473,272347,gate_30,7,1,0
1070,2477,273122,gate_40,35,1,0
1071,2483,273438,gate_30,38,1,0
1072,2485,273607,gate_30,311,1,1
1073,2490,274202,gate_30,13,1,0
1074,2491,274306,gate_30,128,1,1
1075,2493,274744,gate_30,37,1,0
1076,2494,274858,gate_30,63,1,0
1077,2495,275121,gate_30,279,1,1
1078,2499,275501,gate_30,12,1,0
1079,2505,276218,gate_30,21,1,0
1080,2506,276413,gate_40,19,1,0
1081,2510,276656,gate_30,38,1,1
1082,2518,277237,gate_30,29,1,0
1083,2522,277579,gate_30,177,1,1
1084,2524,277887,gate_30,14,1,0
1085,2533,278692,gate_40,47,1,0
1086,2534,278716,gate_30,166,1,1
1087,2537,279168,gate_40,161,1,1
1088,2538,279170,gate_30,22,1,0
1089,2540,279465,gate_40,32,1,1
1090,2541,279778,gate_30,355,1,1
1091,2544,280107,gate_30,10,1,0
1092,2545,280253,gate_40,57,1,1
1093,2547,280520,gate_40,78,1,0
1094,2555,281339,gate_40,12,1,0
1095,2559,281736,gate_40,116,1,1
1096,2563,282754,gate_30,33,1,0
1097,2564,282896,gate_30,16,1,0
1098,2565,282985,gate_30,96,1,0
1099,2566,283014,gate_30,56,1,1
1100,2567,283136,gate_40,204,1,1
1101,2569,283272,gate_40,15,1,0
1102,2577,283707,gate_30,135,1,1
1103,2578,283731,gate_40,299,1,1
1104,2580,284007,gate_30,160,1,1
1105,2582,284178,gate_40,11,1,1
1106,2584,284416,gate_40,7,1,0
1107,2585,284493,gate_40,15,1,0
1108,2586,284610,gate_30,1252,1,1
1109,2587,284733,gate_30,104,1,1
1110,2588,284742,gate_40,135,1,1
1111,2589,284760,gate_30,14,1,0
1112,2591,284794,gate_40,11,1,0
1113,2597,285351,gate_40,19,1,0
1114,2598,285352,gate_40,79,1,1
1115,2600,285489,gate_30,12,1,0
1116,2604,286017,gate_30,7,1,0
1117,2605,286027,gate_30,34,1,0
1118,2606,286117,gate_30,53,1,0
1119,2616,286779,gate_40,28,1,1
1120,2618,286852,gate_40,278,1,1
1121,2624,287170,gate_40,115,1,1
1122,2625,287270,gate_40,98,1,1
1123,2626,287282,gate_30,11,1,0
1124,2634,287858,gate_40,37,1,0
1125,2635,288081,gate_40,28,1,0
1126,2637,288429,gate_40,101,1,0
1127,2639,288520,gate_40,34,1,0
1128,2641,289113,gate_40,111,1,1
1129,2645,289427,gate_40,32,1,0
1130,2646,289429,gate_40,20,1,0
1131,2647,289450,gate_40,38,1,0
1132,2650,289969,gate_40,124,1,1
1133,2651,290045,gate_40,38,1,0
1134,2652,290120,gate_30,13,1,0
1135,2653,290179,gate_40,232,1,0
1136,2657,290419,gate_30,42,1,1
1137,2658,290475,gate_40,8,1,0
1138,2660,290537,gate_30,23,1,1
1139,2661,290547,gate_30,31,1,0
1140,2663,290602,gate_40,16,1,0
1141,2664,290659,gate_30,46,1,1
1142,2670,291447,gate_40,37,1,0
1143,2672,291706,gate_30,46,1,0
1144,2675,292402,gate_40,57,1,0
1145,2678,292701,gate_30,385,1,1
1146,2679,293045,gate_40,61,1,0
1147,2680,293232,gate_40,54,1,1
1148,2682,293413,gate_40,97,1,0
1149,2684,293662,gate_40,40,1,0
1150,2688,294171,gate_40,57,1,0
1151,2690,294254,gate_40,245,1,0
1152,2692,294376,gate_40,1315,1,1
1153,2694,294720,gate_30,23,1,0
1154,2696,295213,gate_40,464,1,1
1155,2697,295300,gate_30,57,1,1
1156,2698,295513,gate_40,28,1,0
1157,2701,295729,gate_30,131,1,1
1158,2703,296148,gate_40,230,1,1
1159,2704,296163,gate_40,80,1,1
1160,2707,297032,gate_40,45,1,1
1161,2708,297504,gate_40,61,1,1
1162,2711,297748,gate_30,254,1,0
1163,2714,297979,gate_30,222,1,1
1164,2717,298517,gate_40,14,1,1
1165,2720,298697,gate_30,63,1,0
1166,2721,298753,gate_40,100,1,1
1167,2722,298852,gate_30,39,1,0
1168,2723,299064,gate_30,9,1,0
1169,2728,299468,gate_40,135,1,0
1170,2730,299534,gate_40,15,1,0
1171,2732,299832,gate_30,77,1,0
1172,2733,299835,gate_40,7,1,0
1173,2734,299840,gate_30,246,1,1
1174,2735,299944,gate_40,81,1,1
1175,2737,300473,gate_40,58,1,0
1176,2738,300579,gate_40,23,1,0
1177,2740,300711,gate_40,98,1,0
1178,2743,301385,gate_30,176,1,1
1179,2745,301781,gate_30,47,1,1
1180,2746,301800,gate_40,15,1,0
1181,2748,301845,gate_40,456,1,1
1182,2749,301875,gate_30,25,1,0
1183,2756,302519,gate_40,121,1,1
1184,2757,302650,gate_40,45,1,0
1185,2759,302847,gate_40,68,1,1
1186,2760,303020,gate_40,52,1,1
1187,2761,303136,gate_30,18,1,0
1188,2767,303834,gate_30,11,1,0
1189,2769,304120,gate_30,30,1,0
1190,2772,304866,gate_40,138,1,0
1191,2773,304972,gate_30,106,1,0
1192,2774,305086,gate_40,9,1,0
1193,2776,305345,gate_40,79,1,1
1194,2777,305472,gate_40,37,1,0
1195,2779,305972,gate_30,83,1,0
1196,2782,306210,gate_40,178,1,1
1197,2783,306266,gate_40,22,1,0
1198,2788,306691,gate_40,11,1,0
1199,2792,307029,gate_40,41,1,0
1200,2793,307099,gate_30,5,1,0
1201,2797,307347,gate_30,57,1,0
1202,2798,307418,gate_30,29,1,0
1203,2799,307441,gate_40,113,1,1
1204,2802,307674,gate_30,45,1,1
1205,2809,308304,gate_30,62,1,1
1206,2811,308443,gate_40,100,1,0
1207,2815,308609,gate_40,139,1,1
1208,2816,308663,gate_40,202,1,1
1209,2817,308806,gate_30,69,1,1
1210,2819,308949,gate_40,71,1,1
1211,2824,309932,gate_30,12,1,0
1212,2827,310452,gate_40,12,1,0
1213,2828,310626,gate_40,43,1,0
1214,2829,310823,gate_40,39,1,0
1215,2830,310957,gate_30,92,1,0
1216,2831,311333,gate_30,52,1,0
1217,2832,311426,gate_40,600,1,1
1218,2837,312092,gate_40,57,1,1
1219,2843,312838,gate_30,13,1,0
1220,2845,313011,gate_30,35,1,1
1221,2846,313141,gate_40,71,1,0
1222,2847,313566,gate_40,67,1,0
1223,2848,313567,gate_40,22,1,0
1224,2851,313718,gate_30,77,1,0
1225,2853,314055,gate_40,18,1,0
1226,2854,314080,gate_40,41,1,1
1227,2857,314484,gate_40,52,1,1
1228,2859,314651,gate_30,28,1,0
1229,2861,314930,gate_40,208,1,1
1230,2862,314934,gate_30,414,1,1
1231,2865,315108,gate_30,227,1,1
1232,2866,315161,gate_30,70,1,1
1233,2868,315305,gate_40,27,1,0
1234,2871,315570,gate_30,223,1,0
1235,2872,315578,gate_30,5,1,0
1236,2874,315682,gate_30,93,1,1
1237,2877,315950,gate_40,116,1,0
1238,2880,316191,gate_40,211,1,1
1239,2881,316363,gate_40,159,1,0
1240,2887,317057,gate_30,5,1,0
1241,2889,317327,gate_40,94,1,0
1242,2890,317464,gate_40,36,1,0
1243,2891,317747,gate_40,195,1,1
1244,2892,317884,gate_40,165,1,1
1245,2893,317930,gate_40,27,1,1
1246,2895,318226,gate_40,141,1,0
1247,2897,318461,gate_30,183,1,0
1248,2898,318576,gate_40,11,1,0
1249,2900,318814,gate_30,219,1,1
1250,2901,318892,gate_40,149,1,0
1251,2904,318976,gate_40,33,1,0
1252,2911,319689,gate_40,11,1,1
1253,2913,320190,gate_40,20,1,0
1254,2917,320659,gate_40,24,1,0
1255,2919,320790,gate_40,288,1,0
1256,2925,321326,gate_40,12,1,0
1257,2926,321340,gate_40,116,1,1
1258,2930,321707,gate_30,36,1,0
1259,2931,321723,gate_30,6,1,0
1260,2932,321803,gate_40,15,1,0
1261,2935,322024,gate_30,54,1,1
1262,2936,322256,gate_30,33,1,0
1263,2937,322288,gate_40,238,1,1
1264,2938,322615,gate_40,13,1,1
1265,2941,323048,gate_30,3,1,0
1266,2944,323305,gate_30,287,1,1
1267,2946,323628,gate_40,144,1,1
1268,2952,324056,gate_30,13,1,0
1269,2953,324246,gate_30,47,1,0
1270,2956,324325,gate_30,37,1,0
1271,2957,324407,gate_30,76,1,1
1272,2960,324656,gate_40,109,1,1
1273,2961,324867,gate_40,229,1,0
1274,2964,325280,gate_40,86,1,0
1275,2965,325356,gate_40,53,1,1
1276,2966,325384,gate_30,9,1,0
1277,2968,325589,gate_40,44,1,0
1278,2969,326212,gate_40,29,1,0
1279,2971,326395,gate_30,20,1,0
1280,2973,327303,gate_30,99,1,0
1281,2974,327468,gate_40,22,1,0
1282,2977,327940,gate_40,52,1,0
1283,2980,328056,gate_40,5,1,0
1284,2982,328231,gate_30,12,1,0
1285,2983,328284,gate_30,28,1,0
1286,2985,328480,gate_40,76,1,0
1287,2986,328698,gate_30,28,1,1
1288,2989,329582,gate_30,249,1,1
1289,2993,329888,gate_30,173,1,1
1290,2994,329958,gate_30,667,1,1
1291,2995,329960,gate_40,19,1,0
1292,2997,330203,gate_40,5,1,0
1293,2998,330247,gate_30,311,1,1
1294,3003,330695,gate_30,25,1,0
1295,3004,330794,gate_40,55,1,0
1296,3005,330933,gate_30,40,1,0
1297,3007,331298,gate_30,42,1,0
1298,3013,331835,gate_30,124,1,0
1299,3020,332918,gate_30,19,1,0
1300,3021,332947,gate_30,5,1,0
1301,3022,333155,gate_30,202,1,0
1302,3026,333806,gate_40,57,1,0
1303,3027,334030,gate_40,44,1,0
1304,3034,334697,gate_40,219,1,0
1305,3035,334782,gate_40,4,1,0
1306,3036,334836,gate_30,112,1,1
1307,3038,334973,gate_40,98,1,0
1308,3041,335984,gate_40,132,1,1
1309,3045,336252,gate_40,114,1,1
1310,3046,336263,gate_30,79,1,0
1311,3048,336582,gate_30,57,1,0
1312,3054,337793,gate_30,118,1,1
1313,3055,338042,gate_40,60,1,0
1314,3058,338230,gate_30,579,1,1
1315,3061,338446,gate_40,34,1,0
1316,3064,338642,gate_40,11,1,0
1317,3072,339149,gate_40,170,1,1
1318,3080,340043,gate_40,28,1,0
1319,3082,340224,gate_30,27,1,0
1320,3085,340627,gate_30,170,1,1
1321,3086,340663,gate_30,15,1,0
1322,3091,340787,gate_30,60,1,0
1323,3094,341256,gate_40,46,1,0
1324,3099,341746,gate_40,324,1,1
1325,3100,341795,gate_40,45,1,0
1326,3101,341942,gate_40,302,1,1
1327,3103,342385,gate_30,24,1,0
1328,3104,342560,gate_40,15,1,0
1329,3106,342740,gate_30,70,1,0
1330,3110,343263,gate_40,2,1,0
1331,3111,343327,gate_40,114,1,1
1332,3112,343565,gate_30,56,1,1
1333,3113,344036,gate_30,93,1,0
1334,3114,344209,gate_40,372,1,1
1335,3115,344689,gate_40,16,1,0
1336,3116,344751,gate_30,31,1,0
1337,3118,345029,gate_40,28,1,0
1338,3120,345217,gate_40,32,1,0
1339,3121,345308,gate_30,101,1,0
1340,3122,345411,gate_40,33,1,0
1341,3130,346304,gate_40,2,1,0
1342,3131,346381,gate_30,66,1,0
1343,3132,346576,gate_40,19,1,0
1344,3133,346661,gate_30,116,1,1
1345,3138,347603,gate_40,28,1,0
1346,3140,347818,gate_40,72,1,0
1347,3145,348530,gate_40,975,1,1
1348,3146,348776,gate_30,4,1,1
1349,3147,348817,gate_30,46,1,0
1350,3148,348880,gate_40,90,1,1
1351,3149,348903,gate_40,41,1,0
1352,3150,348969,gate_30,2,1,0
1353,3152,349111,gate_30,4,1,0
1354,3153,349257,gate_30,38,1,0
1355,3157,349885,gate_30,51,1,0
1356,3160,350455,gate_30,14,1,0
1357,3161,350586,gate_30,70,1,1
1358,3163,350675,gate_40,62,1,0
1359,3165,350956,gate_40,11,1,0
1360,3172,351941,gate_30,20,1,0
1361,3177,352411,gate_40,8,1,0
1362,3180,352985,gate_40,83,1,0
1363,3182,353367,gate_40,18,1,0
1364,3188,354165,gate_30,5,1,0
1365,3191,354470,gate_30,51,1,0
1366,3193,354521,gate_30,42,1,0
1367,3194,354651,gate_40,73,1,0
1368,3195,354768,gate_40,29,1,0
1369,3198,354843,gate_30,164,1,0
1370,3201,354996,gate_40,220,1,1
1371,3207,355478,gate_30,17,1,0
1372,3208,355680,gate_30,253,1,0
1373,3209,355749,gate_30,114,1,1
1374,3212,356354,gate_40,58,1,0
1375,3214,356475,gate_40,83,1,0
1376,3215,356618,gate_30,3,1,0
1377,3217,356663,gate_30,341,1,1
1378,3218,356932,gate_30,4,1,0
1379,3222,357138,gate_40,7,1,0
1380,3223,357366,gate_30,8,1,0
1381,3225,357639,gate_30,115,1,0
1382,3227,357845,gate_30,241,1,1
1383,3232,358637,gate_40,13,1,0
1384,3233,358649,gate_40,19,1,0
1385,3235,358684,gate_30,330,1,1
1386,3236,358843,gate_30,7,1,0
1387,3238,359350,gate_40,47,1,1
1388,3240,359354,gate_40,25,1,0
1389,3241,359378,gate_40,10,1,0
1390,3242,359399,gate_30,30,1,0
1391,3244,359728,gate_30,122,1,1
1392,3247,360266,gate_30,50,1,0
1393,3250,360759,gate_30,132,1,0
1394,3252,361125,gate_40,246,1,1
1395,3253,361260,gate_40,38,1,0
1396,3256,361511,gate_40,82,1,0
1397,3259,361940,gate_30,4,1,0
1398,3260,361942,gate_40,35,1,0
1399,3262,362274,gate_30,7,1,0
1400,3264,362420,gate_40,76,1,1
1401,3265,362440,gate_30,69,1,1
1402,3268,362602,gate_30,18,1,0
1403,3271,363204,gate_30,17,1,0
1404,3272,363287,gate_30,39,1,0
1405,3274,363575,gate_40,136,1,1
1406,3277,364115,gate_40,137,1,1
1407,3279,364168,gate_40,66,1,0
1408,3288,364769,gate_40,149,1,1
1409,3289,364839,gate_30,17,1,0
1410,3292,364958,gate_40,24,1,0
1411,3297,365300,gate_40,65,1,0
1412,3298,365395,gate_40,31,1,0
1413,3300,365570,gate_30,113,1,1
1414,3304,365918,gate_30,61,1,0
1415,3311,366213,gate_30,294,1,1
1416,3312,366343,gate_30,71,1,0
1417,3313,366880,gate_30,34,1,1
1418,3314,366990,gate_30,190,1,0
1419,3315,366999,gate_30,62,1,0
1420,3316,367125,gate_40,113,1,1
1421,3319,367541,gate_40,21,1,0
1422,3322,367959,gate_40,5,1,0
1423,3324,368335,gate_30,15,1,0
1424,3326,368547,gate_30,20,1,0
1425,3329,368794,gate_30,9,1,0
1426,3330,368805,gate_30,42,1,1
1427,3332,369076,gate_40,66,1,0
1428,3334,369128,gate_40,40,1,0
1429,3335,369150,gate_30,27,1,0
1430,3336,369151,gate_30,154,1,0
1431,3338,369230,gate_30,65,1,1
1432,3342,369522,gate_30,237,1,1
1433,3344,369614,gate_30,122,1,0
1434,3345,369732,gate_40,331,1,1
1435,3347,369849,gate_40,197,1,1
1436,3348,370095,gate_30,8,1,0
1437,3351,370391,gate_30,26,1,0
1438,3354,370989,gate_30,16,1,0
1439,3356,371112,gate_40,95,1,1
1440,3357,371139,gate_40,14,1,0
1441,3359,371320,gate_30,54,1,0
1442,3360,371366,gate_30,149,1,1
1443,3363,372563,gate_40,19,1,0
1444,3366,372834,gate_40,135,1,0
1445,3367,372977,gate_30,84,1,1
1446,3372,373248,gate_30,25,1,0
1447,3376,373683,gate_40,45,1,0
1448,3378,373990,gate_30,66,1,1
1449,3384,374439,gate_30,21,1,0
1450,3385,374668,gate_40,298,1,1
1451,3389,374940,gate_30,126,1,1
1452,3390,374943,gate_30,227,1,1
1453,3391,375105,gate_30,33,1,1
1454,3393,375205,gate_30,206,1,0
1455,3396,375649,gate_30,8,1,0
1456,3397,375657,gate_30,785,1,1
1457,3398,375673,gate_40,17,1,0
1458,3404,376047,gate_30,22,1,0
1459,3406,376089,gate_30,83,1,0
1460,3408,376530,gate_40,103,1,0
1461,3409,376569,gate_30,35,1,0
1462,3410,376764,gate_30,33,1,0
1463,3413,377121,gate_40,53,1,0
1464,3414,377538,gate_30,5,1,0
1465,3418,378131,gate_40,3,1,0
1466,3419,378208,gate_40,947,1,1
1467,3421,378438,gate_30,429,1,1
1468,3423,378647,gate_30,90,1,1
1469,3426,379349,gate_30,346,1,1
1470,3428,379531,gate_40,25,1,1
1471,3429,379787,gate_30,2,1,0
1472,3433,380111,gate_40,53,1,1
1473,3436,380264,gate_40,33,1,1
1474,3437,380366,gate_30,182,1,1
1475,3439,380476,gate_40,4,1,0
1476,3440,380489,gate_30,30,1,0
1477,3441,380690,gate_40,26,1,1
1478,3444,380963,gate_30,34,1,0
1479,3446,381233,gate_40,34,1,0
1480,3448,381410,gate_40,14,1,0
1481,3456,382439,gate_40,236,1,1
1482,3457,382523,gate_30,16,1,0
1483,3461,382905,gate_30,213,1,0
1484,3463,383258,gate_30,8,1,1
1485,3465,383494,gate_40,47,1,0
1486,3470,384168,gate_30,92,1,1
1487,3475,384453,gate_40,52,1,0
1488,3480,385221,gate_30,65,1,0
1489,3481,385313,gate_30,35,1,1
1490,3482,385491,gate_30,124,1,1
1491,3484,385579,gate_30,229,1,1
1492,3485,385619,gate_40,16,1,0
1493,3489,385863,gate_30,17,1,0
1494,3491,386111,gate_30,70,1,0
1495,3492,386270,gate_30,27,1,0
1496,3494,386369,gate_40,284,1,0
1497,3495,386538,gate_40,97,1,0
1498,3496,386608,gate_30,107,1,1
1499,3497,386696,gate_40,96,1,0
1500,3498,386733,gate_40,62,1,0
1501,3501,387104,gate_40,7,1,0
1502,3503,387210,gate_40,9,1,0
1503,3504,387258,gate_30,97,1,0
1504,3509,387517,gate_30,6,1,0
1505,3510,387785,gate_40,513,1,1
1506,3511,387797,gate_30,46,1,0
1507,3513,388249,gate_30,29,1,0
1508,3514,388419,gate_40,23,1,0
1509,3515,388467,gate_40,16,1,0
1510,3518,389019,gate_40,147,1,0
1511,3519,389215,gate_30,105,1,0
1512,3523,389471,gate_30,38,1,0
1513,3525,389624,gate_30,112,1,0
1514,3528,389849,gate_40,40,1,0
1515,3531,390143,gate_30,197,1,1
1516,3534,390288,gate_30,6,1,0
1517,3535,390377,gate_30,73,1,0
1518,3540,390790,gate_30,22,1,0
1519,3541,390818,gate_30,373,1,0
1520,3545,391522,gate_30,40,1,0
1521,3547,391832,gate_40,131,1,1
1522,3549,392034,gate_40,37,1,0
1523,3554,392282,gate_40,113,1,1
1524,3562,393656,gate_30,75,1,0
1525,3565,394095,gate_40,8,1,0
1526,3577,395294,gate_40,4,1,0
1527,3578,395305,gate_30,7,1,0
